need_treatment,rdisc_DESPOT,rdisc_ExpertDSA,rdisc_ExpertHOSP,rdisc_POMCP,rdisc_Random,time2recover_DESPOT,time2recover_ExpertDSA,time2recover_ExpertHOSP,time2recover_POMCP,time2recover_Random,treated_DESPOT,treated_ExpertDSA,treated_ExpertHOSP,treated_POMCP,treated_Random
false,4572.124999999999,3850.0,4250.0,3850.0,-10174.627812499999,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,3806.9178124999994,3850.0,4250.0,4250.0,-24053.055350781244,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,3751.3428124999996,3850.0,2860.624999999999,4850.0,-1926.3321875000001,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,3320.7482291738265,-1327.5,2860.624999999999,5000.0,-47849.646628726565,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4321.342812499999,7813.874999999999,4250.0,4250.0,-2289.7312500000003,24.0,3.0,24.0,24.0,24.0,false,true,false,false,false
true,7415.592812499999,8813.875,3891.4971875,-48500.0,3212.9596875000007,3.0,3.0,4.0,24.0,1.0,true,true,true,false,true
true,-45721.24999999999,9172.5,3728.874999999999,8716.375,-7679.36577128906,24.0,2.0,3.0,3.0,1.0,false,true,true,true,true
false,3796.210817715135,2757.5,4250.0,4850.0,2371.0187499999993,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,3540.026249838513,3850.0,4250.0,4250.0,-5627.5,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,3501.5575438671863,3850.0,2860.624999999999,-450.0,-28530.379294919898,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4850.0,3850.0,4250.0,5000.0,3850.0,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
true,4637.821918867186,8813.875,8716.375,1544.9312499999992,-55604.58610683113,5.0,3.0,3.0,4.0,24.0,true,true,true,true,false
false,4572.124999999999,-1327.5,4250.0,5000.0,5000.0,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4205.275671874999,-1327.5,4250.0,4850.0,-5627.5,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4707.5,3850.0,4250.0,5000.0,-16393.50927355164,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4205.275671874999,3850.0,4250.0,5000.0,-27967.132454080074,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4321.342812499999,3850.0,4250.0,5000.0,-1381.125000000001,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,3706.4002768293776,3850.0,4250.0,5000.0,3080.624999999999,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4095.0118882812485,3850.0,4250.0,5000.0,-36719.04320471811,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
true,3842.3287632812476,8813.875,8716.375,9172.5,2048.869571210937,5.0,3.0,3.0,2.0,6.0,true,true,true,true,true
false,3332.0187499999993,3850.0,4250.0,5000.0,-16166.054546874997,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4572.124999999999,-1327.5,4250.0,3850.0,-11323.582214843753,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
true,635.8670995703101,9172.5,9122.5,9122.5,-48500.0,8.0,2.0,2.0,2.0,24.0,true,true,true,true,false
false,4205.275671874999,3850.0,4250.0,-450.0,-7750.465437929686,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
true,10324.467919531246,13278.875,12617.43125,9041.434687499997,-1522.8089379589833,6.0,3.0,4.0,5.0,4.0,true,true,true,true,true
false,4002.124999999999,3850.0,4250.0,5000.0,-32089.077230980085,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
true,7808.518749999999,9172.5,3592.431249999999,-48500.0,-47464.24999999999,2.0,2.0,4.0,24.0,24.0,true,true,true,false,false
true,7128.3721875,13278.875,5857.48424863574,-50000.0,-42700.0,4.0,3.0,21.0,24.0,24.0,true,true,true,false,false
true,3689.212305468747,1416.0219513224538,-47450.0,-50000.0,-43711.74999999999,7.0,24.0,24.0,24.0,24.0,true,false,false,false,false
false,4321.342812499999,3850.0,2860.624999999999,4250.0,3850.0,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4443.518749999999,2757.5,4250.0,4250.0,-1909.7312500000003,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4321.342812499999,3850.0,4250.0,5000.0,-19468.21729160156,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4707.5,3850.0,4250.0,5000.0,-1803.0884648437504,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
true,7299.525671874999,3778.874999999999,8716.375,9550.0,-42726.12499999999,3.0,3.0,3.0,1.0,24.0,true,true,true,true,false
true,6633.248317715135,8813.875,3462.809687499999,-50000.0,-40652.70210078124,4.0,3.0,5.0,24.0,24.0,true,true,true,false,false
true,2993.68125,8813.875,8716.375,-50000.0,-3914.484665018066,3.0,3.0,3.0,24.0,2.0,true,true,true,false,true
false,-222.74468750000005,3850.0,4250.0,5000.0,5000.0,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
true,5335.43125,8813.875,8716.375,3872.5,-47075.0,4.0,3.0,3.0,2.0,24.0,true,true,true,true,false
true,2420.255312499999,8813.875,3728.874999999999,-1993.81875,-6186.852458242187,4.0,3.0,3.0,3.0,5.0,true,true,true,true,true
false,4095.0118882812485,3850.0,4250.0,5000.0,-10934.481424882813,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,3540.026249838513,3850.0,4250.0,5000.0,-21588.577319705073,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4002.124999999999,3850.0,4250.0,-450.0,-10518.818749999999,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4443.518749999999,3850.0,4250.0,5000.0,-17680.47415452465,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,3990.2612938671864,3850.0,4250.0,4850.0,-30910.032722877375,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4572.124999999999,3850.0,4250.0,-450.0,3850.0,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4443.518749999999,2757.5,4250.0,3850.0,-16976.328078554685,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4095.0118882812485,3850.0,4250.0,-450.0,5000.0,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
true,6175.580624838513,9172.5,6970.78388160156,7713.874999999999,-57701.74999999999,5.0,2.0,8.0,3.0,24.0,true,true,true,true,false
false,3751.3428124999996,3850.0,4250.0,5000.0,-1162.5,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4443.518749999999,-2161.125000000001,4250.0,5000.0,-22902.17298949218,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4443.518749999999,3850.0,4250.0,5000.0,5000.0,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4321.342812499999,3850.0,4250.0,5000.0,-927.5,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
true,2542.431249999999,8813.875,8073.34375,-50000.0,-48237.70437499999,4.0,3.0,3.0,24.0,24.0,true,true,true,false,false
false,4443.518749999999,-1327.5,4250.0,4850.0,-22605.650812958986,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4572.124999999999,3850.0,4250.0,5000.0,-2219.375000000001,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4205.275671874999,3850.0,4250.0,3850.0,-1854.1562500000005,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
true,-2445.068750000001,8134.624999999999,8716.375,-50000.0,-50000.0,4.0,2.0,3.0,24.0,24.0,true,true,true,false,false
false,4707.5,3850.0,4250.0,4850.0,-7221.755265625003,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4572.124999999999,3850.0,4250.0,5000.0,-14418.36016904268,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4095.0118882812485,3850.0,4250.0,-450.0,5000.0,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
true,6772.910729173826,8813.875,2552.1843518109226,-48500.0,-50000.0,4.0,3.0,14.0,24.0,24.0,true,true,true,false,false
false,4205.275671874999,3850.0,4250.0,-450.0,-1448.8562500000003,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
true,2420.255312499999,8813.875,7719.676562499999,9122.5,-20850.51884352442,4.0,3.0,4.0,2.0,9.0,true,true,true,true,true
false,4707.5,-1327.5,4250.0,-327.5,-30867.505079241724,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
true,7299.525671874999,9172.5,3592.431249999999,2395.431249999999,-50000.0,3.0,2.0,4.0,4.0,24.0,true,true,true,true,false
false,4572.124999999999,3850.0,4250.0,3850.0,-12162.725890624999,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,3690.850671874999,3850.0,4250.0,5000.0,-23285.289864492184,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,3890.7482291738265,3850.0,3537.5,5000.0,-6832.106250000001,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
true,2420.255312499999,9172.5,3728.874999999999,-50000.0,-11301.461079224608,4.0,2.0,3.0,24.0,4.0,true,true,true,false,true
false,4572.124999999999,3850.0,4250.0,3757.5,-10174.627812499999,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4321.342812499999,3850.0,4250.0,4137.5,-1781.125000000001,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4572.124999999999,3850.0,4250.0,3850.0,-20305.065650668177,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
true,10870.492546874997,13278.875,12617.43125,-42700.0,-41275.0,5.0,3.0,4.0,24.0,24.0,true,true,true,false,false
false,3751.3428124999996,3850.0,4250.0,-450.0,-12222.598564843753,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
true,11031.684687499997,13278.875,12617.43125,-50000.0,8522.93125,5.0,3.0,4.0,24.0,2.0,true,true,true,false,true
false,4443.518749999999,2757.5,4250.0,5000.0,-14721.581316177737,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4572.124999999999,3850.0,4250.0,-450.0,-1542.5,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,3635.275671874999,3850.0,4250.0,5000.0,-12142.985937500001,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4321.342812499999,3850.0,4250.0,-7433.7884375,5000.0,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4205.275671874999,3850.0,3537.5,-1327.5,5000.0,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4443.518749999999,5000.0,4250.0,5000.0,-1162.5,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
true,-1896.6278125,8813.875,8716.375,9122.5,-5609.983921875,4.0,3.0,3.0,2.0,3.0,true,true,true,true,true
false,4443.518749999999,3850.0,4250.0,3850.0,-11456.857046874999,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4205.275671874999,3850.0,4250.0,3850.0,5000.0,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,3540.026249838513,3850.0,4250.0,-450.0,-6921.4653124999995,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
true,7415.592812499999,8813.875,3592.431249999999,9172.5,-46865.86165624999,3.0,3.0,4.0,2.0,24.0,true,true,true,true,false
false,4443.518749999999,2757.5,4250.0,-450.0,-18237.150385329784,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,-1573.06875,3850.0,4250.0,5000.0,-42051.08862458203,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
true,6668.874999999999,9172.5,8716.375,-2445.068750000001,-16577.25366149968,3.0,2.0,3.0,4.0,2.0,true,true,true,true,true
false,4572.124999999999,3850.0,4250.0,-450.0,-1327.5,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4443.518749999999,-1327.5,4250.0,5000.0,3850.0,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4095.0118882812485,3850.0,4250.0,5000.0,-327.5,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4443.518749999999,3850.0,4250.0,-450.0,-31325.558316872164,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4095.0118882812485,-1327.5,3537.5,5000.0,5000.0,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4572.124999999999,3850.0,4250.0,5000.0,-14391.733921874997,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4707.5,3850.0,4250.0,-450.0,-1381.125000000001,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,3990.2612938671864,3850.0,4250.0,5000.0,-1677.875000000001,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4707.5,2757.5,4250.0,5000.0,-15980.555888041505,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4707.5,3850.0,4250.0,4250.0,-7069.963515624999,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,3475.836293867186,3850.0,4250.0,5000.0,-16063.588038945312,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,3635.275671874999,2757.5,4250.0,5000.0,5000.0,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4443.518749999999,3850.0,3537.5,-1327.5,-16654.59033984375,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4095.0118882812485,3850.0,4250.0,5000.0,-11932.142046875,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4572.124999999999,2757.5,4250.0,5000.0,3850.0,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
true,-2448.455796875001,3778.874999999999,3592.431249999999,9172.5,-55265.0,6.0,3.0,4.0,2.0,24.0,true,true,true,true,false
false,3448.7612938671864,3850.0,4250.0,5000.0,-27276.64335760573,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4002.124999999999,-1327.5,4250.0,5000.0,-5627.5,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4321.342812499999,3850.0,4250.0,5000.0,-15574.286229101563,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4205.275671874999,-1327.5,4250.0,5000.0,4250.0,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4443.518749999999,3850.0,4250.0,4850.0,-16351.599819531248,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4321.342812499999,3850.0,3537.5,2719.624999999999,5000.0,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4572.124999999999,3850.0,4250.0,-450.0,-14498.390429185547,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
true,2305.7005200332005,8813.875,3111.5514558203113,2338.181249999999,-49965.0,8.0,3.0,8.0,4.0,24.0,true,true,true,true,false
true,5082.468117153143,8813.875,8716.375,7666.374999999999,-50000.0,4.0,3.0,3.0,3.0,24.0,true,true,true,true,false
false,4443.518749999999,3850.0,4250.0,5000.0,-12505.702470976561,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,2239.0029643293783,3850.0,4250.0,3850.0,-10546.125,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,3990.2612938671864,3850.0,4250.0,5000.0,-10853.213515624999,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,3990.2612938671864,2757.5,4250.0,5000.0,-327.5,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
true,7808.518749999999,9172.5,8445.625,-50000.0,9550.0,2.0,2.0,2.0,24.0,1.0,true,true,true,false,true
false,4443.518749999999,3850.0,4250.0,3757.5,-42354.68341266302,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
true,6668.874999999999,8813.875,3728.874999999999,7713.874999999999,-49978.53749999999,3.0,3.0,3.0,3.0,24.0,true,true,true,true,false
false,4443.518749999999,3850.0,4250.0,4850.0,5000.0,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4205.275671874999,3850.0,4250.0,5000.0,-1327.5,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
true,-870.2269895761729,8813.875,3462.809687499999,-50000.0,-50000.0,6.0,3.0,5.0,24.0,24.0,true,true,true,false,false
false,4443.518749999999,3850.0,4250.0,5000.0,-36087.522255509946,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4321.342812499999,3850.0,4250.0,5000.0,-15471.594338598217,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4095.0118882812485,3850.0,4250.0,4850.0,-11532.10625,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
true,6668.874999999999,8813.875,-45027.5,8072.5,-50000.0,3.0,3.0,24.0,2.0,24.0,true,true,false,true,false
false,4572.124999999999,3850.0,3537.5,4250.0,-450.0,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4205.275671874999,3850.0,4250.0,5000.0,3850.0,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
true,11329.188171875,13278.875,7298.434687499998,11084.184687499997,-47400.0,4.0,3.0,5.0,5.0,24.0,true,true,true,true,false
false,3635.275671874999,3850.0,4250.0,5000.0,4107.5,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4321.342812499999,3850.0,4250.0,-1327.5,-23874.983921874995,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,3540.026249838513,3850.0,4250.0,3850.0,-33068.11844370421,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
true,11597.011293867186,13278.875,9539.879501768453,-44001.74999999999,-48500.0,3.0,3.0,10.0,24.0,24.0,true,true,true,false,false
true,4219.082870579377,8813.875,9122.5,9122.5,4488.874999999999,6.0,3.0,2.0,2.0,1.0,true,true,true,true,true
false,3873.5187499999997,3850.0,2860.624999999999,-5453.8187499999985,-450.0,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,3420.2612938671864,3850.0,4250.0,5000.0,4850.0,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4205.275671874999,3850.0,4250.0,5000.0,-31852.09000069672,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4572.124999999999,3850.0,3537.5,5000.0,-1542.5,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,3990.2612938671864,3850.0,4250.0,5000.0,-6287.948437499998,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4707.5,3850.0,2860.624999999999,5000.0,-19296.832139025013,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,3706.4002768293776,3850.0,4250.0,3850.0,-8639.479746267576,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,-591.4812500000003,3850.0,4250.0,-450.0,3080.624999999999,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4443.518749999999,3850.0,4250.0,5000.0,-29482.989860998918,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
true,3610.194482031248,-47400.0,3728.874999999999,7666.374999999999,-48500.0,6.0,24.0,3.0,3.0,24.0,true,false,true,true,false
false,4095.0118882812485,3850.0,4250.0,3757.5,-1781.125000000001,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,3663.775671874999,3850.0,4250.0,5000.0,-33426.48561919693,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,3990.2612938671864,-1327.5,4250.0,3850.0,2332.0187499999993,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
true,6418.092812499999,8813.875,8716.375,4372.5,-43662.6373538891,3.0,3.0,3.0,1.0,4.0,true,true,true,true,true
false,3751.3428124999996,3850.0,4250.0,5000.0,-36193.912789894224,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4572.124999999999,3850.0,4250.0,5000.0,-21285.958720976563,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4572.124999999999,3850.0,4250.0,5000.0,-6589.731250000001,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,3890.7482291738265,3850.0,4250.0,5000.0,-18141.897820195314,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
true,10038.934687499997,13278.875,13228.875,11619.93125,-37930.99999999999,5.0,3.0,3.0,4.0,24.0,true,true,true,true,false
false,4572.124999999999,2757.5,4250.0,4250.0,-14744.924378533204,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
true,6960.375773554684,12938.18125,7629.93125,12131.684687499997,13051.005312499998,7.0,4.0,4.0,5.0,4.0,true,true,true,true,true
false,4321.342812499999,3850.0,4250.0,3850.0,-5627.5,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,3690.850671874999,3850.0,4250.0,5000.0,-14892.560708242185,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4205.275671874999,2757.5,4250.0,5000.0,-450.0,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4205.275671874999,3850.0,4250.0,3850.0,5000.0,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4002.124999999999,3850.0,4250.0,5000.0,-327.5,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4572.124999999999,3850.0,4250.0,3850.0,-8625.52717421875,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,3990.2612938671864,2757.5,-1381.125000000001,4137.5,5000.0,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4443.518749999999,-1327.5,4250.0,4250.0,5000.0,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,3873.5187499999997,3850.0,4250.0,-450.0,5000.0,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4095.0118882812485,3850.0,4250.0,5000.0,-27184.481606163765,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4002.124999999999,3850.0,4250.0,-450.0,-18490.707365538772,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4443.518749999999,2757.5,4250.0,3850.0,-6947.40625,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4205.275671874999,3850.0,4250.0,5000.0,-21156.35041394531,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4443.518749999999,3850.0,4250.0,5000.0,5000.0,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,3990.2612938671864,3850.0,4250.0,5000.0,-41445.56410646296,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
true,6283.05625,8813.875,-47450.0,-50000.0,-48500.0,4.0,3.0,24.0,24.0,24.0,true,true,false,false,false
true,5765.800205406951,8813.875,9122.5,3872.5,-50000.0,4.0,3.0,2.0,2.0,24.0,true,true,true,true,false
false,4443.518749999999,3850.0,4250.0,5000.0,-15267.520210435545,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
true,4068.6596874999987,8813.875,9122.5,9122.5,-5730.119333242186,5.0,3.0,2.0,2.0,2.0,true,true,true,true,true
false,4707.5,2757.5,4250.0,4850.0,-450.0,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4321.342812499999,3850.0,4250.0,4250.0,-19391.302839843745,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4572.124999999999,3850.0,4250.0,5000.0,-2365.375000000001,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,-695.8028620120895,3850.0,3537.5,5000.0,-26629.962446057267,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,-536.287392467495,3850.0,4250.0,5000.0,-41417.9602337858,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4572.124999999999,7813.874999999999,4250.0,5000.0,-462.8750000000009,24.0,3.0,24.0,24.0,24.0,false,true,false,false,false
true,6248.434687499998,13278.875,7629.93125,11469.397187499999,-48500.0,5.0,3.0,4.0,5.0,24.0,true,true,true,true,false
true,9172.579260423825,13278.875,12617.43125,-50000.0,-37875.18749999999,6.0,3.0,4.0,24.0,24.0,true,true,true,false,false
true,-40950.11888281249,9172.5,8716.375,-47450.0,-14319.921628094613,24.0,2.0,3.0,24.0,2.0,false,true,true,false,true
false,2970.6006349211248,3850.0,4250.0,5000.0,-15502.717046875003,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4443.518749999999,3850.0,4250.0,5000.0,5000.0,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4321.342812499999,-1327.5,4250.0,4250.0,-10078.790312500001,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,3635.275671874999,3850.0,4250.0,3850.0,-11189.15625,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
true,11329.188171875,13278.875,13228.875,12129.184687499997,-1663.2714218749993,4.0,3.0,3.0,5.0,3.0,true,true,true,true,true
false,4572.124999999999,3850.0,3537.5,5000.0,-1781.125000000001,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4095.0118882812485,-1327.5,2860.624999999999,4250.0,-30391.394525478536,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4321.342812499999,3850.0,4250.0,5000.0,-33311.79142791032,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4443.518749999999,3850.0,4250.0,-450.0,-27858.99361449218,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4095.0118882812485,3850.0,4250.0,4850.0,-592.5,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4095.0118882812485,3850.0,4250.0,4850.0,-15175.769354101561,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4707.5,3850.0,4250.0,5000.0,-5511.125000000001,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4443.518749999999,3850.0,4250.0,5000.0,-11281.734976581738,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4321.342812499999,3850.0,2860.624999999999,3850.0,4707.5,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,3990.2612938671864,3850.0,4250.0,4250.0,-7651.356250000001,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4321.342812499999,3850.0,2860.624999999999,-327.5,-7706.857046875,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4443.518749999999,3850.0,4250.0,3850.0,-24038.854337907906,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4321.342812499999,3850.0,4250.0,3850.0,-17399.78284080232,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4572.124999999999,3850.0,4250.0,3850.0,-29458.797548826813,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4572.124999999999,2757.5,3537.5,5000.0,-20959.548855787107,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,3990.2612938671864,-1327.5,4250.0,5000.0,-927.5,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4321.342812499999,3850.0,4250.0,4250.0,5000.0,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4572.124999999999,3850.0,4250.0,5000.0,-781.1250000000009,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
true,2542.431249999999,9172.5,708.0109756612269,9172.5,-1521.125000000001,4.0,2.0,24.0,2.0,3.0,true,true,false,true,true
true,7666.374999999999,8813.875,9122.5,-50000.0,-10757.414127438577,3.0,3.0,2.0,24.0,10.0,true,true,true,false,true
false,4572.124999999999,3850.0,4250.0,3850.0,-27387.17298949218,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,2987.132543867186,3850.0,4250.0,5000.0,-22581.234725781243,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4707.5,3850.0,3537.5,5000.0,3537.5,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,3751.3428124999996,3850.0,4250.0,-450.0,-7442.985937500001,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4707.5,3850.0,4250.0,4250.0,-4010.472607724609,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4572.124999999999,3850.0,4250.0,5000.0,-23195.91903156799,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
