need_treatment,rdisc_DESPOT,rdisc_ExpertDSA,rdisc_ExpertHOSP,rdisc_POMCP,rdisc_Random,time2recover_DESPOT,time2recover_ExpertDSA,time2recover_ExpertHOSP,time2recover_POMCP,time2recover_Random,treated_DESPOT,treated_ExpertDSA,treated_ExpertHOSP,treated_POMCP,treated_Random
true,4096.4654304687465,13278.875,11670.567734374998,-50000.0,-2782.6691259562776,7.0,3.0,5.0,24.0,6.0,true,true,true,false,true
false,4205.275671874999,2757.5,4250.0,4250.0,-15346.804546874997,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
true,6674.836888281248,9172.5,9122.5,9172.5,-50000.0,3.0,2.0,2.0,2.0,24.0,true,true,true,true,false
false,4443.518749999999,3850.0,4250.0,5000.0,-18196.75847593439,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4443.518749999999,3850.0,4250.0,5000.0,-5028.794812929686,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
true,5933.512953124999,13278.875,-47450.0,12667.43125,-50000.0,6.0,3.0,24.0,4.0,24.0,true,true,false,true,false
false,4707.5,3850.0,2860.624999999999,-450.0,-10116.127812499999,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
true,6576.5442031249995,13278.875,8104.93125,-50000.0,13737.125,6.0,3.0,4.0,24.0,2.0,true,true,true,false,true
false,3990.2612938671864,3850.0,3537.5,5000.0,4250.0,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,3751.3428124999996,-1327.5,4250.0,5000.0,-15829.6984375,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
true,-101000.0,-99900.0,-99950.0,-99950.0,-99950.0,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
true,-47100.75509374999,8813.875,9122.5,-50000.0,-19610.25108291389,24.0,3.0,2.0,24.0,6.0,false,true,true,false,true
true,7299.525671874999,8813.875,8716.375,-50000.0,9407.5,3.0,3.0,3.0,24.0,1.0,true,true,true,false,true
false,3132.0608076059198,3850.0,4250.0,-450.0,-3685.196640625001,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4443.518749999999,3850.0,4250.0,3850.0,-450.0,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,3990.2612938671864,3850.0,4250.0,4137.5,-2200.375000000001,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
true,1982.2151041738264,8813.875,-45027.5,9550.0,6260.875859374999,5.0,3.0,24.0,1.0,3.0,true,true,false,true,true
true,7666.374999999999,3778.874999999999,8330.55625,-50000.0,-5684.88919453125,3.0,3.0,4.0,24.0,3.0,true,true,true,false,true
true,2420.255312499999,-47400.0,4043.68125,-50000.0,-1899.598781708985,4.0,24.0,3.0,24.0,7.0,true,false,true,false,true
false,4321.342812499999,-1327.5,4250.0,3137.5,5000.0,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,3796.210817715135,3850.0,4250.0,4107.5,-6589.731250000001,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,3796.210817715135,2757.5,4250.0,-1327.5,-2197.1062500000003,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4321.342812499999,3850.0,4250.0,4250.0,-18983.577364492186,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,-462.8750000000009,3850.0,4250.0,4850.0,3850.0,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,3873.5187499999997,3850.0,4250.0,4850.0,-450.0,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
true,7666.374999999999,8813.875,9122.5,-50000.0,-55265.0,3.0,3.0,2.0,24.0,24.0,true,true,true,false,false
false,4572.124999999999,3850.0,3537.5,-327.5,-22932.241103554683,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,3553.5118882812485,3850.0,4250.0,5000.0,-11451.827853638672,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
true,7415.592812499999,9172.5,3592.431249999999,-50000.0,-48923.74999999999,3.0,2.0,4.0,24.0,24.0,true,true,true,false,false
false,4443.518749999999,3850.0,4250.0,3850.0,-20478.58959609375,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4707.5,3850.0,4250.0,5000.0,-20703.335595976558,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4205.275671874999,3850.0,4250.0,4250.0,-19070.23532019531,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4137.5,3850.0,4250.0,5000.0,5000.0,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4205.275671874999,3850.0,4250.0,-811.1250000000009,-450.0,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4572.124999999999,3850.0,4250.0,4250.0,3850.0,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,3287.3978991731283,3850.0,4250.0,5000.0,-15218.818749999999,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,3990.2612938671864,3850.0,4250.0,5000.0,-1161.125000000001,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4443.518749999999,3850.0,4250.0,5000.0,-5627.5,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4707.5,2757.5,4250.0,-1327.5,5000.0,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,3621.0802629879086,3850.0,3537.5,5000.0,-7282.4653124999995,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,3873.5187499999997,3850.0,4250.0,4250.0,-13931.240526527054,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,289.07362457031286,3850.0,4250.0,5000.0,-37710.858498920396,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4095.0118882812485,3850.0,4250.0,4850.0,4850.0,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4572.124999999999,3850.0,4250.0,5000.0,-1542.5,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,3796.210817715135,2757.5,4250.0,4250.0,-7651.356250000001,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4572.124999999999,3850.0,4250.0,4850.0,-20002.714319531246,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4707.5,3850.0,4250.0,4850.0,-5627.5,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4572.124999999999,3850.0,4250.0,5000.0,-28370.07389347373,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
true,3689.212305468747,13278.875,11184.744687521481,-50000.0,-50000.0,7.0,3.0,9.0,24.0,24.0,true,true,true,false,false
false,4572.124999999999,3850.0,4250.0,3850.0,-43210.920490243945,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4707.5,3850.0,4250.0,5000.0,-32840.29175123251,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4321.342812499999,3850.0,4250.0,4250.0,-24894.947466390346,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4321.342812499999,3850.0,4250.0,5000.0,4250.0,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,3463.024937346587,3850.0,4250.0,4850.0,-15009.734893005352,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4095.0118882812485,3850.0,3537.5,5000.0,-33212.16147707174,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4002.124999999999,3850.0,4250.0,5000.0,-12025.839710039061,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4321.342812499999,3850.0,4250.0,-327.5,-11086.77189172461,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
true,7189.2618882812485,8813.875,-47450.0,-50000.0,-6899.005683271482,3.0,3.0,24.0,24.0,2.0,true,true,false,false,true
true,5435.110430468747,13278.875,10960.495117968747,-50000.0,-31524.303500585494,7.0,3.0,7.0,24.0,15.0,true,true,true,false,true
false,4572.124999999999,3850.0,4250.0,5000.0,-11607.607046874999,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4707.5,3850.0,2860.624999999999,-5627.5,4707.5,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4321.342812499999,2757.5,4250.0,-450.0,-5627.5,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4572.124999999999,3850.0,4250.0,5000.0,-6246.125000000001,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
true,12178.875,13278.875,-47450.0,-50000.0,718.8983992187509,3.0,3.0,24.0,24.0,2.0,true,true,false,false,true
false,4443.518749999999,3850.0,4250.0,4850.0,-10789.627812499999,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
true,7084.511293867186,8813.875,9122.5,-50000.0,-709.4597926857032,3.0,3.0,2.0,24.0,1.0,true,true,true,false,true
false,3990.2612938671864,3850.0,4250.0,5000.0,-36949.00236180282,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4707.5,3850.0,4250.0,5000.0,-1334.2446874999996,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,3990.2612938671864,3850.0,4250.0,5000.0,-14967.716610330077,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4002.124999999999,3850.0,4250.0,5000.0,-450.0,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
true,2542.431249999999,8813.875,4043.68125,-50000.0,-55265.0,4.0,3.0,3.0,24.0,24.0,true,true,true,false,false
true,11445.2553125,13278.875,12617.43125,13278.875,8641.497187500001,4.0,3.0,4.0,3.0,4.0,true,true,true,true,true
false,4095.0118882812485,3850.0,4250.0,4250.0,-450.0,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
true,2504.75169019531,13278.875,13228.875,-47450.0,-39218.49999999999,8.0,3.0,3.0,24.0,24.0,true,true,true,false,false
false,3890.7482291738265,3850.0,4250.0,3850.0,2757.5,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4572.124999999999,3850.0,3537.5,-1327.5,-22688.375342564024,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4443.518749999999,3850.0,3537.5,5000.0,-34756.18956866273,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4443.518749999999,3850.0,4250.0,5000.0,-5627.5,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
true,4968.903437499999,8813.875,8716.375,8072.5,-45235.07499999999,5.0,3.0,3.0,2.0,24.0,true,true,true,true,false
false,4205.275671874999,2757.5,4250.0,4850.0,-5511.125000000001,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4095.0118882812485,-1327.5,4250.0,-327.5,3850.0,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4205.275671874999,2757.5,4250.0,5000.0,-33655.30198918714,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4205.275671874999,3850.0,4250.0,5000.0,5000.0,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,3990.2612938671864,-1327.5,3537.5,-1965.375000000001,-41916.221379901675,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
true,2420.255312499999,-44930.0,9122.5,3872.5,-50000.0,4.0,24.0,2.0,2.0,24.0,true,false,true,true,false
true,2089.173793867186,9172.5,-45041.03749999999,2678.874999999999,-47400.0,4.0,2.0,24.0,3.0,24.0,true,true,false,true,false
false,4205.275671874999,3850.0,4250.0,4850.0,-6892.0687499999985,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4321.342812499999,3850.0,4250.0,-450.0,-20644.864228554685,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
true,6785.1006718749995,9172.5,3728.874999999999,-50000.0,8375.68125,3.0,2.0,3.0,24.0,4.0,true,true,true,false,true
false,3873.5187499999997,3850.0,4250.0,5000.0,-10546.125,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4707.5,3850.0,4250.0,5000.0,-450.0,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4443.518749999999,2757.5,4250.0,4850.0,-27445.42298949218,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,3389.8736904792577,3850.0,4250.0,5000.0,-19269.805350781244,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,-222.74468750000005,2757.5,4250.0,4850.0,-10518.818749999999,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4095.0118882812485,3850.0,4250.0,5000.0,-6748.856250000001,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4095.0118882812485,3850.0,4250.0,-1761.125000000001,-6405.90625,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4321.342812499999,3850.0,4250.0,-450.0,4850.0,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
true,-42835.62958226561,13278.875,7298.434687499998,-50000.0,-42951.74999999999,24.0,3.0,5.0,24.0,24.0,false,true,true,false,false
true,2542.431249999999,9172.5,7964.028437499999,9172.5,-49893.92812499999,4.0,2.0,5.0,2.0,24.0,true,true,true,true,false
false,4707.5,3850.0,4250.0,3850.0,-211.1250000000009,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4443.518749999999,-1327.5,4250.0,5000.0,-14633.36458046875,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,3716.571921874999,3850.0,4250.0,-1327.5,-42535.98842067571,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4707.5,3850.0,4250.0,5000.0,-5511.125000000001,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
true,11329.188171875,13278.875,12585.84375,13278.875,-47400.0,4.0,3.0,3.0,3.0,24.0,true,true,true,true,false
false,3990.2612938671864,3850.0,4250.0,5000.0,-21787.908746569563,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4443.518749999999,3850.0,3537.5,5000.0,-3351.3920468750007,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
true,-5589.204367136094,8813.875,9122.5,-50000.0,-17807.569378243403,15.0,3.0,2.0,24.0,2.0,true,true,true,false,true
false,-781.1250000000009,3850.0,4250.0,4250.0,-10533.139225715468,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4707.5,3850.0,4250.0,-450.0,-450.0,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4707.5,3850.0,4250.0,-450.0,4850.0,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4321.342812499999,3850.0,4250.0,3850.0,-23095.53188926653,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4572.124999999999,3850.0,4250.0,4707.5,-7102.9153125,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4443.518749999999,3850.0,4250.0,5000.0,-11233.040312500001,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4572.124999999999,3850.0,4250.0,5000.0,-1542.5,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4443.518749999999,3850.0,4250.0,5000.0,-1161.125000000001,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4572.124999999999,-1327.5,4250.0,3757.5,3332.0187499999993,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4443.518749999999,3850.0,4250.0,5000.0,-5889.15625,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4572.124999999999,3850.0,-1381.125000000001,3850.0,-1573.06875,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,3796.210817715135,3850.0,4250.0,5000.0,-5544.9653124999995,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
true,6557.274937346589,9172.5,9122.5,4203.874999999999,-14102.55302131836,3.0,2.0,2.0,2.0,2.0,true,true,true,true,true
false,3164.900276829378,3850.0,4250.0,4850.0,5000.0,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4205.275671874999,3850.0,4250.0,-450.0,-1542.5,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4572.124999999999,2757.5,3537.5,5000.0,5000.0,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4572.124999999999,3850.0,4250.0,5000.0,-16402.26419453125,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4572.124999999999,3850.0,4250.0,4250.0,-28797.587091814454,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,3873.5187499999997,3850.0,3537.5,-450.0,-327.5,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
true,10683.483265624998,13278.875,12617.43125,-50000.0,-39114.17156249999,6.0,3.0,4.0,24.0,24.0,true,true,true,false,false
false,4205.275671874999,3850.0,4250.0,5000.0,-2592.06875,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4572.124999999999,3850.0,4250.0,5000.0,-5762.875000000001,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
true,6283.05625,8813.875,-45027.5,-50000.0,-13556.234725781249,4.0,3.0,24.0,24.0,3.0,true,true,false,false,true
true,5600.444482031247,8813.875,-47450.0,-50000.0,-1993.81875,6.0,3.0,24.0,24.0,3.0,true,true,false,false,true
false,4572.124999999999,3850.0,4250.0,4250.0,5000.0,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4002.124999999999,3850.0,4250.0,4250.0,4850.0,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4443.518749999999,3850.0,4250.0,5000.0,-31783.874535279665,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,3873.5187499999997,3850.0,-1381.125000000001,-1327.5,5000.0,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,3320.7482291738265,3850.0,2860.624999999999,5000.0,-450.0,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4572.124999999999,3850.0,4250.0,-450.0,-927.5,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4443.518749999999,3850.0,4250.0,5000.0,-11364.6984375,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,3990.2612938671864,3850.0,4250.0,4137.5,-34004.50639318459,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4707.5,3850.0,4250.0,5000.0,2719.624999999999,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
true,6668.874999999999,8813.875,8716.375,-51065.0,-37129.93200632697,3.0,3.0,3.0,24.0,24.0,true,true,true,false,false
false,3706.4002768293776,3850.0,4250.0,-450.0,-1761.125000000001,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
true,1805.3127768293775,8813.875,2976.5284374999983,-50000.0,9172.5,4.0,3.0,5.0,24.0,2.0,true,true,true,false,true
false,4321.342812499999,3850.0,3537.5,5000.0,5000.0,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4443.518749999999,2757.5,4250.0,5000.0,-11338.068749999999,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,8766.375,3850.0,4250.0,5000.0,4250.0,3.0,24.0,24.0,24.0,24.0,true,false,false,false,false
true,7666.374999999999,8813.875,9122.5,9172.5,2271.272187499999,3.0,3.0,2.0,2.0,5.0,true,true,true,true,true
true,-2325.3153125,8813.875,3728.874999999999,-50000.0,8837.5,5.0,3.0,3.0,24.0,1.0,true,true,true,false,true
false,4443.518749999999,3850.0,4250.0,5000.0,-5627.5,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,3635.275671874999,3850.0,4250.0,5000.0,4850.0,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4572.124999999999,3850.0,4250.0,5000.0,-450.0,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,-591.4812500000003,5000.0,4250.0,-1327.5,-11189.15625,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,3873.5187499999997,3850.0,4250.0,4850.0,-927.5,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4707.5,3850.0,4250.0,4850.0,-19509.19492731635,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,3420.2612938671864,3850.0,4250.0,5000.0,5000.0,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
true,6699.684687499999,12714.93125,12617.43125,12178.875,-39386.74999999999,5.0,4.0,4.0,3.0,24.0,true,true,true,true,false
false,3132.0608076059198,3850.0,4250.0,4250.0,-7086.729082911228,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,3990.2612938671864,3850.0,4250.0,-450.0,-2830.3118281250004,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,19.399259320713327,3850.0,2860.624999999999,4250.0,-1050.56875,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4572.124999999999,3850.0,4250.0,3850.0,-1761.125000000001,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
true,2312.025671874999,8813.875,8073.34375,-50000.0,-50000.0,3.0,3.0,3.0,24.0,24.0,true,true,true,false,false
false,4205.275671874999,3850.0,4250.0,5000.0,3069.624999999999,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4443.518749999999,3850.0,4250.0,5000.0,3850.0,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4707.5,3850.0,4250.0,5000.0,4250.0,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4572.124999999999,2757.5,4250.0,3850.0,-5627.5,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4321.342812499999,2757.5,1606.7140624999993,5000.0,5000.0,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4707.5,3850.0,4250.0,3850.0,-29268.771382111612,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
true,7666.374999999999,3778.874999999999,9122.5,7666.374999999999,6668.874999999999,3.0,3.0,2.0,3.0,3.0,true,true,true,true,true
false,4572.124999999999,3850.0,3537.5,5000.0,-32487.52408610167,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,3990.2612938671864,-1327.5,4250.0,5000.0,5000.0,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4707.5,-1327.5,4250.0,5000.0,-29118.66305125693,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,3890.7482291738265,3850.0,4250.0,5000.0,-11097.215339843751,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
true,7042.313171874999,9172.5,9122.5,9122.5,-53711.74999999999,4.0,2.0,2.0,2.0,24.0,true,true,true,true,false
false,3663.775671874999,3850.0,4250.0,5000.0,5000.0,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4572.124999999999,3850.0,3537.5,5000.0,4250.0,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4095.0118882812485,3850.0,4250.0,5000.0,4250.0,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4572.124999999999,3850.0,4250.0,5000.0,-25365.36877075086,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4205.275671874999,3850.0,4250.0,-327.5,-10753.818749999999,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
true,11031.684687499997,12938.18125,6497.660363498045,12468.875,8310.84375,5.0,4.0,9.0,3.0,2.0,true,true,true,true,true
false,4572.124999999999,3850.0,4250.0,4250.0,-10546.125,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4572.124999999999,3850.0,4250.0,5000.0,-28156.470350676467,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4205.275671874999,3850.0,4250.0,4250.0,-23353.460682686025,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4095.0118882812485,3850.0,4250.0,5000.0,-2161.125000000001,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4707.5,2757.5,4250.0,5000.0,-22352.597227704195,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,3990.2612938671864,3850.0,4250.0,3850.0,-31112.069677528943,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,3706.4002768293776,3850.0,4250.0,-5627.5,5000.0,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4205.275671874999,3850.0,2860.624999999999,5000.0,-450.0,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4002.124999999999,3850.0,4250.0,3850.0,-5627.5,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4443.518749999999,3850.0,4250.0,5000.0,-27526.679381593924,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4205.275671874999,3850.0,4250.0,4850.0,-11961.76479921875,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
true,6557.274937346589,9172.5,-47450.0,9037.125,8072.5,3.0,2.0,24.0,2.0,2.0,true,true,false,true,true
false,4572.124999999999,3850.0,2860.624999999999,-450.0,-26530.164077135298,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
true,7415.592812499999,9172.5,6882.1283593749995,-50000.0,-52700.0,3.0,2.0,3.0,24.0,24.0,true,true,true,false,false
false,4443.518749999999,3850.0,4250.0,5000.0,-11692.127812499999,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4707.5,3850.0,4250.0,3850.0,-2862.4062500000005,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
false,4443.518749999999,5000.0,4250.0,-450.0,-42994.48899036515,24.0,24.0,24.0,24.0,24.0,false,false,false,false,false
