hc_DESPOT,hc_ExpertDSA,hc_ExpertHOSP,hc_POMCP,hc_Random,rdisc_DESPOT,rdisc_ExpertDSA,rdisc_ExpertHOSP,rdisc_POMCP,rdisc_Random,ttr_DESPOT,ttr_ExpertDSA,ttr_ExpertHOSP,ttr_POMCP,ttr_Random,Unnecessary_DSA,Unnecessary_HOSP,Unnecessary_POMCP,Unnecessary_Random
FALSE,FALSE,FALSE,FALSE,FALSE,5000,2757.5,5000,5000,-1327.5,24,24,24,24,24,1,0,0,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,5000,4250,5000,-450,24,24,24,24,24,0,1,0,1
FALSE,TRUE,TRUE,TRUE,TRUE,-50000,9172.5,9122.5,6328.18125,-24738.49723,24,2,2,4,11,0,0,0,0
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,4250,4107.5,-450,24,24,24,24,24,1,1,1,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,5000,4250,4107.5,4850,24,24,24,24,24,0,1,1,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,5000,4250,5000,-11510.6681,24,24,24,24,24,0,1,0,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,5000,-211.125,-33636.61322,24,24,24,24,24,1,0,1,1
FALSE,TRUE,TRUE,FALSE,FALSE,-50000,12938.18125,13228.875,-50000,-50000,24,4,3,24,24,0,0,0,0
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,4250,3850,-6461.125,24,24,24,24,24,1,1,1,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,4250,5000,-9383.450693,24,24,24,24,24,1,1,0,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,5000,5000,4850,5000,24,24,24,24,24,0,0,1,0
FALSE,FALSE,FALSE,FALSE,FALSE,5000,5000,5000,-450,3757.5,24,24,24,24,24,0,0,1,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,5000,5000,-5246.125,24,24,24,24,24,1,0,0,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,2860.625,-450,-42883.63095,24,24,24,24,24,1,1,1,1
FALSE,TRUE,TRUE,TRUE,FALSE,-50000,9172.5,8716.375,9122.5,-44930,24,2,3,2,24,0,0,0,0
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,5000,5000,-592.5,24,24,24,24,24,1,0,0,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,5000,4850,5000,24,24,24,24,24,1,0,1,0
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,4250,4850,-15545.32142,24,24,24,24,24,1,1,1,1
FALSE,FALSE,FALSE,FALSE,TRUE,-50000,-50000,-50000,-50000,-21066.86596,24,24,24,24,6,0,0,0,0
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,5000,4850,5000,24,24,24,24,24,1,0,1,0
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,4250,5000,-28471.97859,24,24,24,24,24,1,1,0,1
FALSE,TRUE,TRUE,TRUE,FALSE,-50000,9172.5,3728.875,8837.5,-50000,24,2,3,1,24,0,0,0,0
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,5000,5000,-7404.860938,24,24,24,24,24,1,0,0,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,3537.5,5000,-13650.50022,24,24,24,24,24,1,1,0,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,5000,3850,-5627.5,24,24,24,24,24,1,0,1,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,5000,4250,5000,-20616.83709,24,24,24,24,24,0,1,0,1
FALSE,TRUE,TRUE,FALSE,FALSE,-50000,13278.875,12843.05625,-50000,-42700,24,3,4,24,24,0,0,0,0
FALSE,FALSE,FALSE,FALSE,FALSE,5000,5000,5000,5000,5000,24,24,24,24,24,0,0,0,0
FALSE,FALSE,FALSE,FALSE,FALSE,5000,5000,2860.625,5000,-7136.330391,24,24,24,24,24,0,1,0,1
FALSE,TRUE,TRUE,FALSE,FALSE,-50000,9172.5,9122.5,-50000,-50000,24,2,2,24,24,0,0,0,0
FALSE,FALSE,FALSE,FALSE,FALSE,5000,5000,-927.5,-450,-10794.69844,24,24,24,24,24,0,1,1,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,5000,3537.5,4850,-29096.79393,24,24,24,24,24,0,1,1,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,4250,5000,-327.5,24,24,24,24,24,1,1,0,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,5000,5000,-37925.0722,24,24,24,24,24,1,0,0,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,4250,5000,5000,24,24,24,24,24,1,1,0,0
FALSE,FALSE,FALSE,FALSE,FALSE,5000,5000,5000,5000,-34051.14461,24,24,24,24,24,0,0,0,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,5000,5000,5000,-3104.860938,24,24,24,24,24,0,0,0,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,5000,5000,-450,24,24,24,24,24,1,0,0,1
FALSE,FALSE,FALSE,TRUE,TRUE,-50000,-50000,-50000,6668.875,4372.5,24,24,24,3,1,0,0,0,0
FALSE,TRUE,FALSE,TRUE,FALSE,-50000,13278.875,-50000,13278.875,-50000,24,3,24,3,24,0,0,0,0
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,4250,-450,-15784.65258,24,24,24,24,24,1,1,1,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,4250,5000,4850,24,24,24,24,24,1,1,0,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,4250,5000,-24261.48539,24,24,24,24,24,1,1,0,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,5000,5000,-450,4250,24,24,24,24,24,0,0,1,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,5000,4850,-5677.06875,24,24,24,24,24,1,0,1,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,5000,4250,4850,24,24,24,24,24,1,0,1,1
FALSE,FALSE,FALSE,FALSE,FALSE,-50000,-50000,-50000,-48500,-50000,24,24,24,24,24,0,0,0,0
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,5000,4250,-15299.04757,24,24,24,24,24,1,0,1,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,5000,5000,5000,24,24,24,24,24,1,0,0,0
FALSE,TRUE,FALSE,TRUE,TRUE,-50000,9172.5,-47450,9172.5,3366.272187,24,2,24,2,5,0,0,0,0
FALSE,FALSE,FALSE,FALSE,FALSE,5000,2757.5,4250,5000,-15442.9781,24,24,24,24,24,1,1,0,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,5000,3850,-450,24,24,24,24,24,1,0,1,1
FALSE,TRUE,FALSE,TRUE,FALSE,-50000,9172.5,-47450,7768.875,-45027.5,24,2,24,3,24,0,0,0,0
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,4250,5000,-592.5,24,24,24,24,24,1,1,0,1
FALSE,FALSE,TRUE,FALSE,TRUE,-50000,-50000,9122.5,-50000,-22883.03872,24,24,2,24,3,0,0,0,0
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,4250,5000,-10892.87781,24,24,24,24,24,1,1,0,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,5000,4250,5000,-592.5,24,24,24,24,24,0,1,0,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,4250,3850,-15893.19495,24,24,24,24,24,1,1,1,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,5000,-450,-15563.12346,24,24,24,24,24,1,0,1,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,5000,4250,5000,-6246.125,24,24,24,24,24,0,1,0,1
FALSE,TRUE,TRUE,FALSE,TRUE,-50000,9172.5,9122.5,-50000,-36502.78297,24,2,2,24,2,0,0,0,0
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,4250,5000,-33943.20563,24,24,24,24,24,1,1,0,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,5000,5000,-5371.590438,24,24,24,24,24,1,0,0,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,5000,5000,5000,-12186.9715,24,24,24,24,24,0,0,0,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,5000,5000,-450,24,24,24,24,24,1,0,0,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,4250,-327.5,-20586.79603,24,24,24,24,24,1,1,1,1
FALSE,FALSE,FALSE,FALSE,FALSE,-50000,-50000,-50000,-50000,-52700,24,24,24,24,24,0,0,0,0
FALSE,FALSE,FALSE,FALSE,FALSE,-50000,-50000,-50000,-50000,-47944.39848,24,24,24,24,24,0,0,0,0
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,4250,-450,-15357.87781,24,24,24,24,24,1,1,1,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,5000,5000,-5627.5,24,24,24,24,24,1,0,0,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,5000,5000,4250,-15603.57142,24,24,24,24,24,0,0,1,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,5000,4250,5000,5000,24,24,24,24,24,0,1,0,0
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,5000,5000,5000,24,24,24,24,24,1,0,0,0
FALSE,FALSE,FALSE,FALSE,FALSE,5000,5000,5000,-450,2860.625,24,24,24,24,24,0,0,1,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,4250,5000,-1965.375,24,24,24,24,24,1,1,0,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,4250,4850,4850,24,24,24,24,24,1,1,1,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,5000,3537.5,5000,5000,24,24,24,24,24,0,1,0,0
FALSE,FALSE,FALSE,FALSE,FALSE,5000,5000,5000,5000,-11453.21352,24,24,24,24,24,0,0,0,1
FALSE,TRUE,TRUE,TRUE,TRUE,-50000,9172.5,9122.5,3728.875,-7130.500937,24,2,2,3,3,0,0,0,0
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,5000,5000,-23241.01134,24,24,24,24,24,1,0,0,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,5000,3537.5,5000,-5135.56875,24,24,24,24,24,0,1,0,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,5000,5000,4250,-10985.14642,24,24,24,24,24,0,0,1,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,5000,4250,-450,-32356.78686,24,24,24,24,24,0,1,1,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,5000,4250,5000,5000,24,24,24,24,24,0,1,0,0
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,5000,5000,-592.5,24,24,24,24,24,1,0,0,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,5000,4250,5000,-30328.931,24,24,24,24,24,0,1,0,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,5000,-927.5,-6038.06875,-6081.125,24,24,24,24,24,0,1,1,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,5000,4250,5000,-24265.94478,24,24,24,24,24,0,1,0,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,5000,5000,4850,-11099.24469,24,24,24,24,24,0,0,1,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,5000,5000,-14980.89404,24,24,24,24,24,1,0,0,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,4250,5000,5000,24,24,24,24,24,1,1,0,0
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,4250,4850,-592.5,24,24,24,24,24,1,1,1,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,4250,3850,-927.5,24,24,24,24,24,1,1,1,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,5000,4137.5,-6712.465312,24,24,24,24,24,1,0,1,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,5000,3537.5,5000,-10546.125,24,24,24,24,24,0,1,0,1
FALSE,FALSE,FALSE,FALSE,FALSE,-150000,-99900,-150000,-99950,-150000,24,24,24,24,24,0,0,0,0
FALSE,FALSE,FALSE,FALSE,FALSE,5000,5000,5000,5000,-7189.282188,24,24,24,24,24,0,0,0,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,5000,5000,-32902.07162,24,24,24,24,24,1,0,0,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,5000,4250,2757.5,24,24,24,24,24,1,0,1,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,5000,5000,4707.5,-1327.5,24,24,24,24,24,0,0,1,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,5000,4250,4250,5000,24,24,24,24,24,0,1,1,0
FALSE,FALSE,FALSE,TRUE,FALSE,-50000,-50000,-50000,3728.875,-50000,24,24,24,3,24,0,0,0,0
FALSE,FALSE,FALSE,FALSE,FALSE,5000,5000,4250,5000,-7276.842047,24,24,24,24,24,0,1,0,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,-1327.5,4250,5000,5000,24,24,24,24,24,1,1,0,0
FALSE,FALSE,TRUE,TRUE,FALSE,-50000,-50000,3728.875,4419.459688,-47400,24,24,3,2,24,0,0,0,0
FALSE,TRUE,TRUE,FALSE,TRUE,-50000,8813.875,8716.375,-50000,4237.125,24,3,3,24,1,0,0,0,0
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,5000,5000,-11744.69844,24,24,24,24,24,1,0,0,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,4250,5000,5000,24,24,24,24,24,1,1,0,0
FALSE,FALSE,FALSE,FALSE,FALSE,5000,2757.5,4250,4250,-2365.375,24,24,24,24,24,1,1,1,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,-1327.5,5000,3850,-27798.42536,24,24,24,24,24,1,0,1,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,5000,5000,5000,-6081.125,24,24,24,24,24,0,0,0,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,5000,4250,4250,5000,24,24,24,24,24,0,1,1,0
FALSE,FALSE,FALSE,FALSE,FALSE,5000,5000,4250,5000,-20779.89023,24,24,24,24,24,0,1,0,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,5000,3850,5000,24,24,24,24,24,1,0,1,0
FALSE,FALSE,FALSE,FALSE,FALSE,5000,5000,4250,4850,-19740.44036,24,24,24,24,24,0,1,1,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,5000,5000,-33812.95268,24,24,24,24,24,1,0,0,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,5000,3850,-1062.875,24,24,24,24,24,1,0,1,1
FALSE,FALSE,FALSE,TRUE,TRUE,-50000,-50000,-50000,2678.875,2993.68125,24,24,24,3,3,0,0,0,0
FALSE,TRUE,FALSE,FALSE,TRUE,-50000,9172.5,-50000,-50000,-35696.08233,24,2,24,24,12,0,0,0,0
FALSE,FALSE,FALSE,FALSE,FALSE,5000,5000,4250,5000,-38374.34616,24,24,24,24,24,0,1,0,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,4250,3850,-5511.125,24,24,24,24,24,1,1,1,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,5000,3157.5,-15778.441,24,24,24,24,24,1,0,1,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,4250,4137.5,5000,24,24,24,24,24,1,1,1,0
FALSE,FALSE,TRUE,FALSE,TRUE,-50000,-50000,4203.875,-50000,2542.43125,24,24,2,24,4,0,0,0,0
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,5000,5000,-19498.07737,24,24,24,24,24,1,0,0,1
FALSE,TRUE,FALSE,FALSE,TRUE,-50000,13278.875,-47450,-47450,-10640.81449,24,3,24,24,7,0,0,0,0
FALSE,FALSE,FALSE,FALSE,FALSE,5000,5000,4250,5000,5000,24,24,24,24,24,0,1,0,0
FALSE,FALSE,FALSE,FALSE,FALSE,5000,5000,4250,5000,-2482.40625,24,24,24,24,24,0,1,0,1
FALSE,FALSE,TRUE,TRUE,FALSE,-50000,-50000,9122.5,9550,-52194.18734,24,24,2,1,24,0,0,0,0
FALSE,FALSE,FALSE,FALSE,FALSE,5000,5000,4250,5000,-10381.12781,24,24,24,24,24,0,1,0,1
FALSE,TRUE,FALSE,FALSE,TRUE,-50000,9172.5,-50000,-50000,3986.622188,24,2,24,24,4,0,0,0,0
FALSE,FALSE,FALSE,FALSE,FALSE,5000,5000,4250,3850,-927.5,24,24,24,24,24,0,1,1,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,2757.5,5000,-1604.375,5000,24,24,24,24,24,1,0,1,0
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,4250,5000,-25396.43042,24,24,24,24,24,1,1,0,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,5000,5000,5000,-327.5,24,24,24,24,24,0,0,0,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,4250,4250,-16847.41476,24,24,24,24,24,1,1,1,1
FALSE,TRUE,TRUE,TRUE,TRUE,-50000,9172.5,3728.875,2678.875,-20389.72933,24,2,3,3,3,0,0,0,0
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,4250,5000,4107.5,24,24,24,24,24,1,1,0,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,4250,5000,-927.5,24,24,24,24,24,1,1,0,1
FALSE,FALSE,TRUE,TRUE,FALSE,-50000,-50000,8716.375,3872.5,-48500,24,24,3,2,24,0,0,0,0
FALSE,FALSE,FALSE,TRUE,TRUE,-50000,-50000,-50000,7713.875,2472.755312,24,24,24,3,4,0,0,0,0
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,5000,4850,3430.625,24,24,24,24,24,1,0,1,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,5000,4250,-450,5000,24,24,24,24,24,0,1,1,0
FALSE,FALSE,FALSE,FALSE,TRUE,-50000,-40465,-50000,-50000,6615.205047,24,24,24,24,5,0,0,0,0
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,5000,-5942.06875,-6081.125,24,24,24,24,24,1,0,1,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,5000,4850,-19944.46432,24,24,24,24,24,1,0,1,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,5000,5000,-36115.37876,24,24,24,24,24,1,0,0,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,4250,5000,5000,24,24,24,24,24,1,1,0,0
FALSE,TRUE,FALSE,TRUE,TRUE,-50000,4253.875,-50000,9172.5,-7813.349851,24,2,24,2,2,0,0,0,0
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,5000,5000,-37954.94813,24,24,24,24,24,1,0,0,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,4250,4250,-20720.32764,24,24,24,24,24,1,1,1,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,5000,5000,-5846.125,5000,24,24,24,24,24,0,0,1,0
FALSE,FALSE,FALSE,FALSE,FALSE,5000,5000,5000,4250,-1542.5,24,24,24,24,24,0,0,1,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,5000,5000,3850,-6304.375,24,24,24,24,24,0,0,1,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,5000,5000,5000,-25829.97113,24,24,24,24,24,0,0,0,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,5000,4250,4850,-1327.5,24,24,24,24,24,0,1,1,1
FALSE,TRUE,TRUE,TRUE,FALSE,-50000,8813.875,3728.875,9172.5,-50000,24,3,3,2,24,0,0,0,0
FALSE,FALSE,TRUE,TRUE,TRUE,-50000,-50000,12036.55969,6046.272187,3372.59417,24,24,5,5,2,0,0,0,0
FALSE,FALSE,FALSE,FALSE,FALSE,5000,5000,5000,5000,-30221.81976,24,24,24,24,24,0,0,0,1
FALSE,TRUE,FALSE,TRUE,FALSE,-50000,9172.5,-50000,8072.5,-49965,24,2,24,2,24,0,0,0,0
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,5000,5000,-24000.48473,24,24,24,24,24,1,0,0,1
FALSE,FALSE,FALSE,FALSE,TRUE,-50000,-50000,-45027.5,-50000,-5807.250702,24,24,24,24,13,0,0,0,0
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,4250,5000,-15938.21352,24,24,24,24,24,1,1,0,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,-1327.5,4250,5000,-16810.99373,24,24,24,24,24,1,1,0,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,5000,-450,-2826.413438,24,24,24,24,24,1,0,1,1
FALSE,FALSE,FALSE,TRUE,FALSE,-50000,-50000,-47450,8072.5,-57701.75,24,24,24,2,24,0,0,0,0
FALSE,FALSE,FALSE,FALSE,FALSE,5000,5000,4250,-450,4250,24,24,24,24,24,0,1,1,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,5000,5000,5000,5000,24,24,24,24,24,0,0,0,0
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,4250,-1031.907188,-19977.96573,24,24,24,24,24,1,1,1,1
FALSE,TRUE,TRUE,FALSE,FALSE,-50000,4253.875,-1395.06875,-50000,-50000,24,2,4,24,24,0,0,0,0
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,4250,4850,-10274.88919,24,24,24,24,24,1,1,1,1
FALSE,TRUE,TRUE,FALSE,FALSE,-50000,9172.5,8716.375,-50000,-47450,24,2,3,24,24,0,0,0,0
FALSE,FALSE,FALSE,FALSE,FALSE,5000,5000,4250,5000,-450,24,24,24,24,24,0,1,0,1
FALSE,FALSE,FALSE,TRUE,FALSE,-50000,-50000,-47450,8375.68125,-50015,24,24,24,4,24,0,0,0,0
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,5000,-450,-27141.3824,24,24,24,24,24,1,0,1,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,4250,3850,4850,24,24,24,24,24,1,1,1,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,5000,4250,4850,-5627.5,24,24,24,24,24,0,1,1,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,5000,-592.5,-1542.5,24,24,24,24,24,1,0,1,1
FALSE,FALSE,TRUE,FALSE,FALSE,-50000,-50000,3592.43125,-50000,-47406.88629,24,24,4,24,24,0,0,0,0
FALSE,FALSE,FALSE,FALSE,FALSE,5000,5000,4250,4850,-927.5,24,24,24,24,24,0,1,1,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,5000,4250,4850,5000,24,24,24,24,24,0,1,1,0
FALSE,FALSE,FALSE,FALSE,FALSE,5000,5000,5000,3850,-23363.44478,24,24,24,24,24,0,0,1,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,-1327.5,4250,4250,-6489.15625,24,24,24,24,24,1,1,1,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,4250,-670.56875,-34595.54765,24,24,24,24,24,1,1,1,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,5000,4850,-17342.71583,24,24,24,24,24,1,0,1,1
FALSE,FALSE,TRUE,FALSE,TRUE,-50000,-50000,3592.43125,-50000,-34611.56376,24,24,4,24,3,0,0,0,0
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,5000,5000,-5627.5,24,24,24,24,24,1,0,0,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,5000,5000,4250,24,24,24,24,24,1,0,0,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,-1327.5,5000,-327.5,-11591.65194,24,24,24,24,24,1,0,1,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,4250,5000,5000,24,24,24,24,24,1,1,0,0
FALSE,TRUE,FALSE,FALSE,FALSE,-50000,9172.5,-50000,-50000,-50000,24,2,24,24,24,0,0,0,0
FALSE,FALSE,FALSE,FALSE,FALSE,5000,5000,4250,-1327.5,-33410.63146,24,24,24,24,24,0,1,1,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,5000,4250,4250,-27222.17299,24,24,24,24,24,0,1,1,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,5000,3850,-15192.87781,24,24,24,24,24,1,0,1,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,4250,3850,-1542.5,24,24,24,24,24,1,1,1,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,5000,4850,-19246.17247,24,24,24,24,24,1,0,1,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,5000,4250,-450,-450,24,24,24,24,24,0,1,1,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,2860.625,5000,5000,24,24,24,24,24,1,1,0,0
FALSE,FALSE,FALSE,FALSE,FALSE,5000,5000,3537.5,3850,-2825.35625,24,24,24,24,24,0,1,1,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,5000,5000,4850,-10546.125,24,24,24,24,24,0,0,1,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,-1327.5,4250,5000,5000,24,24,24,24,24,1,1,0,0
FALSE,FALSE,FALSE,FALSE,FALSE,5000,5000,5000,-450,5000,24,24,24,24,24,0,0,1,0
FALSE,FALSE,FALSE,FALSE,FALSE,5000,5000,4250,4850,-10037.60705,24,24,24,24,24,0,1,1,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,5000,4250,3850,-11472.51232,24,24,24,24,24,0,1,1,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,5000,5000,5000,24,24,24,24,24,1,0,0,0
FALSE,FALSE,FALSE,FALSE,FALSE,5000,5000,4250,5000,-23772.70774,24,24,24,24,24,0,1,0,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,5000,4250,5000,-26267.02057,24,24,24,24,24,0,1,0,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,5000,5000,3850,24,24,24,24,24,1,0,0,1
FALSE,FALSE,TRUE,FALSE,FALSE,-50000,-50000,8716.375,-50000,-43683.5,24,24,3,24,24,0,0,0,0
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,3537.5,5000,-30301.60384,24,24,24,24,24,1,1,0,1
FALSE,FALSE,FALSE,FALSE,TRUE,-50000,-50000,-50000,-50000,8711.209687,24,24,24,24,3,0,0,0,0
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,5000,5000,-2418.011516,24,24,24,24,24,1,0,0,1
FALSE,TRUE,FALSE,TRUE,FALSE,-50000,8813.875,-50000,9122.5,-50265.44375,24,3,24,2,24,0,0,0,0
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,4250,4002.125,-6686.465312,24,24,24,24,24,1,1,1,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,4250,5000,4250,24,24,24,24,24,1,1,0,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,4250,4250,-26087.04293,24,24,24,24,24,1,1,1,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,3850,5000,-450,-450,24,24,24,24,24,1,0,1,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,5000,5000,-450,-462.875,24,24,24,24,24,0,0,1,1
FALSE,FALSE,FALSE,FALSE,FALSE,5000,-1327.5,4250,3850,-1161.125,24,24,24,24,24,1,1,1,1
FALSE,FALSE,FALSE,FALSE,TRUE,-50000,-50000,-50000,-50000,-27854.31111,24,24,24,24,9,0,0,0,0
FALSE,TRUE,FALSE,FALSE,FALSE,-50000,9172.5,-50000,-50000,-50000,24,2,24,24,24,0,0,0,0
